"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Algeria","DZA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.573","38.644","41.616","44.204","51.109","45.95","41.748","44.59","47.891","50.69","46.98","46.09","43.927","34.223","31.228","24.352","27.841","24.291","21.617","21.909","22.61","27.7","25.56","25.384","30.238","26.173","30.249","30.74","31.155","35.384","33.7","31.992","30.778",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.97262924282273","5.01122122082411","5.58180383648732","6.48489912905736","6.80524997604493","7.16376303662976","7.47978403233969","7.97012082564543","8.43751297428964","8.4115851098286","9.23340661711507","9.9909810510497","10.4218973524616","10.5315557170074","10.9197504558616","10.632894926826","10.2902812597948","10.2979442325114","10.4813039711586","9.92939394970589","10.0941322396436","9.88172584666314","10.0233175290289","10.2350908513902","10.5744037225456","10.3636085479259","10.1069360407813","9.68188540969689","9.88163457660509","11.4921628429962","11.5548556149636","12.6943223936285","13.2136021094757",
"Early-demographic dividend","EAR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.494379068107","11.6508825639781","12.1090691304493","12.7010877184257","13.3787191380192","13.264239077863","13.2510999374221","13.6138589660141","14.0577231838717","14.4436079297785","14.7103308763443","15.1952643521972","15.1628162493809","15.2019707478448","15.4762924062808","15.3156992686649","15.2248774722346","15.3947585671542","15.9775162447574","16.1663512664524","16.438583864381","17.2870307780648","17.5641240916947","17.7618223904276","18.5660909812663","18.7278288497378","19.1667887581191","19.5903039714007","18.1937734584988","19.6662043291707","17.9763438774475","16.0996349817614","15.0777700863974",
"East Asia & Pacific","EAS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.11133886528615","5.1679363593317","5.74594439334855","6.52326576401235","6.81730663768813","7.1930532413006","7.50300697139567","8.2089579950645","8.66446014733171","8.52327445955483","9.31344605371253","10.0154014143731","10.4328610982939","10.4986657404346","10.804835737493","10.5110188633069","10.1572584059664","10.1662889901636","10.4859562157806","9.95460199136856","10.048798556731","9.84345718305167","9.93109119841392","10.1203176422861","10.4202391106113","10.2093682323309","9.94094123871005","9.5052196127482","9.68788391602783","11.2471247276837","11.2190131927396","12.1943514612225","12.6514809098766",
"Europe & Central Asia (excluding high income)","ECA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.13789145597799","10.6618084260084","12.476930684834","14.2427942434512","16.5899662311945","18.8145758790653","19.4095188161084","21.1591856818108","21.7050828993116","20.3471526450057","20.532752050235","20.7804169957965","20.2112891565796","19.7832316365373","18.7853312077557","17.6958985480392","16.8636617263149","16.4125311618923","19.0866067263402","18.1193201111581","16.7653656894844","16.5273691753689","16.7823695179988","17.477662291822","17.3778754755499","17.4164895215202","17.1320153118275","16.5807506670742","17.8755923714641","18.9501023129968","17.812245256806","15.4822150584608","14.5872504136783",
"Europe & Central Asia","ECS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8485336012074","15.8783768016469","18.2929817368765","19.73133889812","20.4555986019191","21.1867155584541","21.5093945140755","21.8813839729988","21.5492091216981","20.0450263132977","19.0944239065384","19.0588417129742","19.3116065823187","19.2898576577403","18.7590728575102","17.8855338121406","16.2044478117666","15.9716216062838","19.8618741119383","19.9479513022721","19.6798401362071","20.4898549013824","20.88033611501","20.4713971284862","19.8945337284114","19.086551543415","17.8686385953153","16.8166392410446","16.4605189548673","18.0942475973336","17.552639983584","15.2429856821113","14.8060110022321",
"Ecuador","ECU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.146","9.117","9.257","9.311","9.339","9.385","9.464","9.233","9.609","9.788","8.563","9.511","10.844","10.192","7.853","7.911","7.005","9.147","9.848","9.27","8.887","8.536","8.337","9.043","8.838","10.366","8.479","7.968","8.745","11.09","9.236","8.413","7.21",
"Egypt, Arab Rep.","EGY","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.036","25.305","30.829","30.989","30.858","25.47","23.891","23.142","20.343","24.856","27.474","26.249","29.257","28.219","31.097","30.402","25.001","25.436","25.127","24.501","29.356","34.378","34.104","32.206","34.186","33.687","32.704","26.322","20.707","18.535","18.308","19.022","18.989",
"Euro area","EMU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3417653021544","19.3437155664752","23.2595106013411","25.1295390008942","24.8439390680726","25.3317390675477","24.9677713226695","23.265422094322","22.0149885253952","19.6157299610075","17.5857604339536","17.9053949908711","18.2672757794217","18.8006829295787","19.277857122743","18.0590086399125","16.3993914413068","16.9173996093521","21.7773775074769","22.9052590732352","23.6156343532321","26.3704952202894","27.5467393911153","27.1648637429283","25.7226724605788","24.1356362064061","21.7881063120622","19.7482245901076","18.3629794928909","20.3032201447767","19.8265641650147","17.0597326591796","16.6438077412687",
"Eritrea","ERI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.586","9.793","9.885","9.91","9.686","9.612","9.805","9.966","10.129","10.19","10.374","10.459","10.464","10.293","10.349","10.288","10.324","10.216","10.389","10.65","10.367","10.12","10.004","10.009","10.186","10.2","10.237","9.889","9.899","11.002","10.832","10.102","10.013",
"Spain","ESP","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.629","32.941","42.096","44.779","41.717","41.665","38.93","35.319","29.042","25.215","20.686","21.522","22.313","22.475","19.638","17.894","18.096","24.467","37.746","41.495","46.195","52.859","55.479","53.209","48.358","44.456","38.586","34.352","32.533","38.278","34.796","29.784","28.697",
"Estonia","EST","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.401","7.39","10.869","11.336","13.949","15.774","18.554","14.839","22.051","21.106","23.903","20.201","26.792","25.593","15.129","12.119","10.093","12.03","27.41","32.945","22.388","20.861","18.707","14.979","14.304","14.092","12.116","12.044","11.583","18.374","16.629","18.414","17.093",
"Ethiopia","ETH","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.624","4.734","4.6","4.472","4.466","4.649","4.823","5.134","5.421","5.105","4.673","4.455","4.288","3.956","3.583","3.441","3.449","3.448","3.457","3.437","3.426","3.422","3.438","3.645","3.826","4.04","4.254","4.509","4.737","6.249","6.14","5.561","5.579",
"European Union","EUU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9523078602374","20.0565348745109","23.5364489112254","24.8352848142488","24.2123887942591","24.3614212239104","23.3125379083867","21.815732273007","21.9654766731026","20.9204790376208","20.0120510560307","20.7454330945292","20.7996744893501","21.3167014862549","21.2906953741925","19.5423602465296","17.0146260870183","16.8452824378161","21.4648766379211","22.8357568312196","23.6629146521707","25.8875772345607","26.8459677037547","25.9436481532535","24.2055684341836","22.4478300211523","20.1341547566151","18.1498022863534","16.9790398396119","18.8788306933528","18.8121924303565","16.3533079382116","16.1432965469102",
"Fragile and conflict affected situations","FCS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6561590663849","9.55485613724996","9.62461630938345","9.8185550051285","10.4616891826369","10.8433985879417","10.9870971979844","11.2765481647167","11.6441408681327","11.7358220988807","11.7804917895228","11.8155173718505","11.6632074552067","11.4628637011504","11.1814033591901","11.0278624902792","11.0207751128363","11.1219028478001","10.964916717468","11.3490964677896","11.5261205665227","11.891722853568","11.9270372952744","12.0692263859398","12.4315951668053","12.7258143747216","13.0531159499429","13.0345453545055","13.0770749501822","14.4599354814782","13.9475364484674","12.2030636824674","12.0103885486935",
"Finland","FIN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.941","24.486","30.8","31.163","40.635","41.187","35.195","34.362","29.815","29.678","27.804","29.516","28.943","28.361","19.965","18.606","16.416","16.336","21.388","21.282","19.946","18.866","19.816","20.447","22.322","20.059","20.04","16.952","17.104","21.204","17.052","14.13","15.92",
"Fiji","FJI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.447","10.581","10.697","10.588","10.68","10.656","10.87","10.953","10.926","10.993","11.083","11.331","11.407","11.484","9.576","10.195","10.977","11.635","12.387","12.976","13.615","13.864","14.142","14.382","14.581","14.932","15.184","15.396","15.566","16.971","16.629","15.697","15.241",
"France","FRA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.515","21.42","25.219","28.417","26.775","27.265","28.622","25.952","26.13","20.511","17.93","18.862","17.199","19.692","21.228","22.453","19.641","19.211","24.015","23.61","23.029","24.967","24.408","24.9","25.345","25.055","22.685","21.044","20.009","20.479","19.385","17.952","17.134",
"Faroe Islands","FRO","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.473","43.329","43.362","42.378","40.637","39.614","38.477","37.648","37.639","37.29","36.514","35.081","33.997","33.292","32.322","33.403","33.798","34.884","35.357","35.915","35.361","35.157","35.368","35.655","35.841","36.109","36.4","36.638","36.544","39.07","37.875","36.759","36.53",
"United Kingdom","GBR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.884","15.673","17.487","16.351","15.546","14.934","13.567","12.409","12.364","11.939","10.247","10.826","11.265","10.633","12.63","13.826","14.173","14.899","18.964","19.73","21.147","21.058","20.507","16.811","14.502","12.882","11.989","11.18","11.027","13.438","12.774","10.51","12.542",
"Georgia","GEO","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.697","9.397","9.399","14.634","13.266","20.132","20.184","25.514","24.194","20.763","19.807","27.222","24.383","27.705","27.873","29.64","31.035","36.86","43.296","40.947","41.442","37.926","40.946","37.94","36.411","35.67","28.994","29.631","29.995","30.784","30.417","30.305","30.201",
"Ghana","GHA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.535","7.444","8.249","9.203","10.075","10.975","11.82","12.683","15.607","16.158","15.12","14.027","12.854","11.687","10.539","9.401","9.916","10.23","10.792","11.092","8.881","6.745","4.77","9.378","14.269","10.552","6.327","6.084","5.871","6.205","5.931","5.509","5.503",
"Gibraltar","GIB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.646","5.667","5.645","5.605","5.567","5.583","5.548","5.578","5.598","5.681","5.678","5.634","5.767","5.904","6.072","6.172","6.118","6.176","6.353","6.525","6.575","6.431","6.565","6.74","6.927","6.787","6.665","6.689","6.986","8.265","7.845","7.285","7.266",
"Gambia, The","GMB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.039","14.135","14.164","14.323","14.457","14.512","14.32","14.222","14.056","14.039","13.949","14.37","14.326","14.294","14.277","14.629","14.833","14.466","14.172","14.071","14.728","14.816","13.725","12.23","11.054","9.857","8.459","7.177","7.776","9.897","10.181","10.049","10.635",
"Guinea-Bissau","GNB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.892","3.934","3.965","3.98","3.951","3.865","3.837","4.13","4.234","4.248","3.973","3.997","4.048","4.051","4.013","4.007","4.012","4.03","4.03","4.026","3.99","4.04","4.058","4.126","4.062","4.039","4.001","4.046","4.066","4.613","4.466","4.054","4.039",
"Equatorial Guinea","GNQ","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.237","14.62","14.933","15.121","15.2","15.308","15.444","15.571","15.73","15.75","15.94","15.938","15.844","15.47","15.281","15.029","15","14.918","15.319","15.868","15.683","15.554","15.513","15.605","15.914","16.014","16.21","15.839","16.001","17.993","17.579","16.507","16.35",
"Greece","GRC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.888","27.048","30.544","29.131","30.556","31.875","32.47","32.51","31.613","29.209","28.034","26.893","26.665","26.726","25.976","24.833","22.863","21.708","25.539","33.053","44.971","55.67","58.504","52.645","49.684","47.145","43.322","39.952","34.723","33.71","35.294","31.14","26.567",
"Grenada","GRD","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.375","4.335","4.296","4.276","4.27","4.313","4.296","4.297","4.255","4.297","4.431","4.438","4.495","5.354","5.36","5.158","4.946","4.922","5.161","5.308","5.007","4.632","5.53","5.717","5.61","5.606","4.955","4.693","4.473","5.122","3.809","6.29","5.871",
"Guam","GUM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.568","8.398","12.236","17.096","18.002","19.095","22.501","18.157","32.968","36.519","31.526","27.075","22.856","18.157","16.28","17.025","19.777","21.022","22.012","19.502","31.987","28.592","26.996","17.908","16.273","12.743","12.808","12.882","12.851","14.812","13.968","13.05","12.884",
"Guyana","GUY","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.528","27.672","27.002","26.482","26.158","25.756","25.433","25.257","25.023","24.863","24.329","23.957","23.329","22.72","22.155","21.318","21.563","21.841","22.249","22.699","22.972","23.307","23.716","24.242","24.832","25.321","25.789","26.157","27.016","31.338","29.583","25.669","25.869",
"High income","HIC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3134402184833","14.9837654209499","16.2850256451785","16.6824410429559","16.5886401250799","16.8392550768177","16.8456067665648","16.9790821540347","16.6350156427266","15.48177071418","15.1850534898558","15.5965348190883","16.133371280813","16.0258967644917","15.6030345965656","14.922563092232","13.6431795802368","14.1212023886456","17.9437504985954","18.2349238687379","17.8836900967261","18.1215538895414","18.0616559814687","17.0538234158811","16.076728052909","14.9952883078444","14.0707128896953","13.1682529669647","12.5002083599451","15.9346155768368","13.6293238203563","11.7094529263257","11.5705633956713",
"Hong Kong SAR, China","HKG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.148","4.268","4.446","4.315","6.841","6.624","5.183","10.453","13.967","11.065","11.217","14.84","14.863","12.09","10.684","10.399","8.993","8.538","12.522","12.135","9.295","9.256","9.472","9.229","10.46","9.758","8.552","8.746","8.53","15.531","12.785","11.03","10.45",
"Honduras","HND","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.682","5.123","5.226","5.317","5.501","7.346","5.63","6.807","6.474","6.563","6.798","6.953","9.19","10.549","8.738","6.195","5.514","5.533","6.018","7.531","8.096","7","9.857","11.9","11.079","12.626","10.789","10.463","10.452","16.906","14","11.803","10.987",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.07991816007735","9.17788093705744","9.17410723617905","9.11373400702512","8.89140363355918","8.85890552756822","8.75293474864546","8.83832162284006","9.07423689638251","9.20124921326888","9.19080294783977","9.19921107114409","9.21028936324745","9.06506412675464","8.89323637799675","8.75740202711012","8.6728318020511","8.61851125985603","8.64613208938548","9.16036422550111","9.20064524859669","8.86300621336003","8.49552941661808","8.48507800226233","8.77373414887481","8.71363226457805","8.78012165900086","8.46921672110001","8.37268225517575","9.4598414441818","9.0043485354755","8.27626067632584","8.47661232580489",
"Croatia","HRV","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.424","38.227","35.89","33.207","30.922","28.875","27.894","31.514","36.148","41.335","39.219","36.102","35.527","32.368","31.906","28.598","25.022","23.585","25.155","32.296","36.617","42.069","50.03","45.549","42.371","31.311","27.399","23.756","16.654","21.137","21.933","18.067","19.237",
"Haiti","HTI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.658","16.928","17.371","18.182","17.589","17.262","16.721","17.175","17.359","20.455","23.451","26.427","29.103","32.014","34.664","37.859","40.372","39.067","37.372","36.886","35.289","34.279","33.608","34.03","34.138","34.542","34.768","34.916","35.314","39.266","37.693","36.835","36.799",
"Hungary","HUN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.973","18.61","22.75","20.802","18.653","19.34","16.877","15.217","12.281","12.301","10.687","11.399","12.828","14.362","19.321","19.103","17.997","19.475","26.365","26.364","25.932","28.139","26.504","20.342","17.241","12.898","10.683","10.148","11.378","12.744","13.464","10.492","12.755",
"IBRD only","IBD","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.95499439467196","10.1309716199687","10.656789516831","11.4525736575755","12.2640640246531","12.5562854532331","12.895190488726","13.5410744386487","14.1022774639273","14.3009634348424","14.6782764157306","15.1913171295902","15.428423954933","15.2598510498167","15.3610209753797","15.1638872548499","14.8936110093029","15.054363166796","15.929633671599","15.9596728124661","16.1752072089515","16.4789497219977","16.8445034885603","17.2563448673194","18.0233931387477","18.6792490506598","18.975471241309","19.0773307297746","18.0794506515365","19.8126928988412","18.1472811367683","16.8153029745036","16.035256672991",
"IDA & IBRD total","IBT","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.57490306668923","9.73140577152365","10.1898074327545","10.8333312965833","11.4524321054612","11.6965614495217","11.9557190807758","12.4711373604581","12.9307181715805","13.0877044564357","13.3366302429694","13.6716748581246","13.7860317810799","13.646674371845","13.7099671466949","13.4554662447771","13.2320564622335","13.3541932044132","13.9905469116855","13.9680272504124","14.136216209391","14.5940907951813","14.7395158677688","14.9304473127702","15.6298592226668","16.0148468028412","16.3155543055103","16.3802779234525","15.747341555008","17.2999981398703","16.0363074712252","14.7360193873453","14.1611326974348",
"IDA total","IDA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.04115181007949","8.15858338781634","8.40423564381319","8.53749205777117","8.52872020525273","8.67938481603062","8.72875347506073","8.87205095510017","9.06937187820759","9.15397290156224","9.03919624363612","8.84410126830695","8.60617429248342","8.60270344341211","8.59677288226083","8.2390520195479","8.26160259197593","8.37606871809037","8.43775149725312","8.40786585330522","8.60144410737646","9.62769636486446","9.35267213233974","9.15332382020566","9.87035444174043","9.7973717189","10.2829212738379","10.4304377579986","10.737658308292","12.038845919257","11.7224222322832","10.6025751054022","10.5106880139297",
"IDA blend","IDB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.98966439715344","6.19016430664159","6.70232313320497","7.07472793595138","7.2162884872496","7.57047468085059","7.58625132305407","7.81208504775866","7.78358134717749","7.5302530632103","7.28241720061502","6.90550568411323","6.64698188130052","6.36830564169981","6.22135058460542","6.02321437977203","5.8070289345121","5.91634416724022","6.01551674158068","6.15419316099094","6.29194817483507","8.79129282882449","8.14219066567373","7.48668372123892","8.78399802359429","8.4254942345787","9.45423817881551","10.2926124571188","11.2240050309591","11.928600644457","11.1042371716883","9.3596808270852","8.8943681839001",
"Indonesia","IDN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.866","8.242","8.565","13.108","14.013","14.951","14.958","16.757","19.296","19.177","19.065","21.476","21.486","23.678","26.381","24.7","22.931","19.703","19.176","17.755","18.474","15.744","16.047","16.046","17.282","16.039","14.583","16.394","13.592","14.783","13.81","14.053","13.936",
"IDA only","IDX","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.02874497094686","9.10454368077171","9.22061540200983","9.2406017743879","9.16226545314293","9.21891274553262","9.28953324087128","9.3965716270593","9.70991204996622","9.96951526261694","9.92842968557381","9.82746272366032","9.59983952900857","9.7376820915481","9.80518378095376","9.36737070295371","9.51297600128977","9.63179956801557","9.67595828009398","9.56126935922516","9.78242767090401","10.0540246627096","9.96751744908289","9.99658874028887","10.4171679874353","10.4832641541753","10.6949386157685","10.4987173383342","10.4974552631781","12.0932019949046","12.0271546768892","11.2163992479598","11.3119174040338",
"Isle of Man","IMN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.808","11.833","11.86","11.844","12.124","12.397","12.708","13.012","13.297","13.593","13.884","14.205","14.459","14.722","14.982","15.72","16.478","17.301","18.11","18.936","19.743","20.628","21.451","22.251","23.075","23.954","24.912","25.937","22.869","24.595","20.859","17.825","15.788",
"Not classified","INX","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.611","22.199","24.325","22.405","18.421","17.687","15.504","11.163","8.367","6.373","6.002","7.568","7.899","8.064","8.284","8.287","9.164","13.479","24.522","28.171","29.595","30.811","26.747","23.427","20.243","16.804","14.405","13.759","12.459","15.248","14.474","10.022","10.544",
"Iran, Islamic Rep.","IRN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.669","21.86","21.589","21.178","20.04","18.517","19.652","20.887","22.315","23.313","24.543","25.485","22.942","20.521","23.513","23.57","22.318","23.019","24.662","28.57","26.474","26.691","23.925","25.023","25.979","29.066","28.208","27.545","25.972","23.705","23.733","22.956","22.791",
"Iraq","IRQ","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.772","15.413","15.48","15.333","15.691","15.878","15.61","15.452","15.454","15.662","16.084","16.735","17.346","17.121","17.013","16.859","17.267","16.968","16.856","16.613","16.478","16.12","17.916","19.923","21.355","22.443","25.267","27.301","29.59","34.446","35.617","32.261","32.232",
"Iceland","ISL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.877","9.852","9.931","11.506","11.756","8.37","7.849","6.611","3.997","4.052","4.569","6.176","11.848","11.516","7.061","7.927","6.688","7.876","15.463","15.873","14.157","13.208","10.422","9.581","8.596","6.331","7.559","5.907","8.446","9.872","11.849","8.469","9.156",
